,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_size,job_category
3906,2023,Senior,Full-time,Data Product Manager,151000,United States,Remote,Medium,Leadership and Management
3907,2023,Mid-level,Full-time,AI Engineer,151000,United States,In-person,Medium,Machine Learning and AI
3908,2023,Senior,Full-time,Data Scientist,151000,United States,Remote,Medium,Data Science and Research
3909,2023,Senior,Full-time,Analytics Engineer,151000,United States,Remote,Medium,Leadership and Management
3910,2023,Mid-level,Full-time,Data Engineer,151000,United States,In-person,Medium,Data Engineering
3911,2023,Senior,Full-time,Data Infrastructure Engineer,151090,United States,In-person,Medium,Data Engineering
3912,2023,Senior,Full-time,Machine Learning Engineer,151100,Canada,Remote,Medium,Machine Learning and AI
3913,2023,Senior,Full-time,Data Engineer,151200,United States,Remote,Medium,Data Engineering
3914,2023,Senior,Full-time,Data Engineer,151250,United States,Remote,Medium,Data Engineering
3915,2023,Senior,Full-time,Data Scientist,151300,United States,Remote,Medium,Data Science and Research
3916,2023,Mid-level,Full-time,Data Engineer,151410,United States,In-person,Medium,Data Engineering
3917,2023,Entry-level,Full-time,Data Scientist,151410,United States,Remote,Medium,Data Science and Research
3918,2023,Mid-level,Full-time,Data Scientist,151410,United States,Remote,Medium,Data Science and Research
3919,2023,Senior,Full-time,Machine Learning Engineer,151600,United States,In-person,Medium,Machine Learning and AI
3920,2023,Senior,Full-time,ML Engineer,151600,United States,In-person,Medium,Machine Learning and AI
3921,2023,Mid-level,Full-time,Data Manager,151700,United States,In-person,Large,Leadership and Management
3922,2023,Senior,Full-time,Data Analyst,151800,United States,Remote,Medium,Data Analysis
3923,2023,Senior,Full-time,Research Engineer,151800,United States,In-person,Medium,Data Science and Research
3924,2023,Senior,Full-time,Research Scientist,151800,United States,In-person,Medium,Data Science and Research
3925,2023,Mid-level,Full-time,Research Scientist,151800,United States,Remote,Medium,Data Science and Research
3926,2023,Senior,Full-time,Data Engineer,151840,United States,In-person,Medium,Data Engineering
3927,2023,Mid-level,Full-time,Data Engineer,152000,Canada,Remote,Medium,Data Engineering
3928,2023,Senior,Full-time,Data Scientist,152000,Canada,In-person,Medium,Data Science and Research
3929,2023,Senior,Full-time,Machine Learning Infrastructure Engineer,152000,United States,Remote,Medium,Machine Learning and AI
3930,2023,Senior,Full-time,Machine Learning Engineer,152000,United States,In-person,Medium,Machine Learning and AI
3931,2023,Senior,Full-time,AI Scientist,152000,United States,In-person,Medium,Machine Learning and AI
3932,2023,Senior,Full-time,Data Engineer,152000,United States,In-person,Medium,Data Engineering
3933,2023,Senior,Full-time,Data Scientist,152000,United States,In-person,Medium,Data Science and Research
3934,2023,Senior,Full-time,Business Intelligence Analyst,152000,United States,Remote,Medium,BI and Visualization
3935,2023,Senior,Full-time,Data Engineer,152000,Canada,In-person,Medium,Data Engineering
3936,2023,Senior,Full-time,Research Engineer,152000,United States,In-person,Medium,Data Science and Research
3937,2023,Mid-level,Full-time,Data Engineer,152000,United States,Remote,Medium,Data Engineering
3938,2023,Senior,Full-time,Data Science Manager,152000,United States,Remote,Medium,Data Science and Research
3939,2023,Senior,Full-time,ML Engineer,152000,United States,Remote,Medium,Machine Learning and AI
3940,2023,Senior,Full-time,ML Engineer,152000,United States,In-person,Medium,Machine Learning and AI
3941,2023,Senior,Full-time,Machine Learning Engineer,152022,United States,In-person,Medium,Machine Learning and AI
3942,2023,Senior,Full-time,Machine Learning Engineer,152300,United States,In-person,Medium,Machine Learning and AI
3943,2023,Senior,Full-time,Data Engineer,152375,United States,In-person,Medium,Data Engineering
3944,2023,Mid-level,Full-time,Data Engineer,152375,United States,Remote,Medium,Data Engineering
3945,2023,Senior,Full-time,Data Analyst,152380,United States,In-person,Medium,Data Analysis
3946,2023,Senior,Full-time,Analytics Engineer,152500,United States,In-person,Medium,Leadership and Management
3947,2023,Senior,Full-time,Data Scientist,152600,United States,In-person,Medium,Data Science and Research
3948,2023,Mid-level,Full-time,Data Science Lead,152700,United States,In-person,Medium,Data Science and Research
3949,2023,Senior,Full-time,Analytics Engineer,152900,United Kingdom,Remote,Medium,Leadership and Management
3950,2023,Senior,Full-time,Analytics Engineer,152900,United States,Remote,Medium,Leadership and Management
3951,2023,Senior,Full-time,Data Scientist,153000,United States,In-person,Medium,Data Science and Research
3952,2023,Senior,Full-time,Data Scientist,153000,Canada,Remote,Medium,Data Science and Research
3953,2023,Senior,Full-time,Data Architect,153000,United States,Remote,Medium,Data Architecture and Modeling
3954,2023,Senior,Full-time,Data Scientist,153000,United States,Remote,Medium,Data Science and Research
3955,2023,Executive,Full-time,Analytics Engineer,153000,United States,Remote,Medium,Leadership and Management
3956,2023,Senior,Full-time,Data Engineer,153000,Canada,Remote,Medium,Data Engineering
3957,2023,Senior,Full-time,Machine Learning Engineer,153088,United States,Remote,Medium,Machine Learning and AI
3958,2023,Senior,Full-time,Data Engineer,153090,United States,In-person,Medium,Data Engineering
3959,2023,Senior,Full-time,Machine Learning Engineer,153090,United States,In-person,Medium,Machine Learning and AI
3960,2023,Senior,Full-time,Machine Learning Engineer,153100,United States,Remote,Medium,Machine Learning and AI
3961,2023,Senior,Full-time,Data Analyst,153300,United States,Remote,Medium,Data Analysis
3962,2023,Senior,Full-time,Data Scientist,153300,United States,In-person,Medium,Data Science and Research
3963,2023,Senior,Full-time,Machine Learning Engineer,153400,United States,In-person,Medium,Machine Learning and AI
3964,2023,Senior,Full-time,Data Scientist,153400,United States,In-person,Medium,Data Science and Research
3965,2023,Senior,Full-time,Data Engineer,153550,United States,In-person,Medium,Data Engineering
3966,2023,Senior,Full-time,Data Scientist,153600,United States,In-person,Medium,Data Science and Research
3967,2023,Senior,Full-time,Data Engineer,153600,United States,In-person,Medium,Data Engineering
3968,2023,Senior,Full-time,Data Analyst,153600,United States,Remote,Medium,Data Analysis
3969,2023,Senior,Full-time,Data Analyst,153600,United States,In-person,Medium,Data Analysis
3970,2023,Senior,Full-time,Data Engineer,153600,United States,Remote,Medium,Data Engineering
3971,2023,Mid-level,Full-time,Business Intelligence Analyst,153800,United States,Remote,Medium,BI and Visualization
3972,2023,Senior,Full-time,Data Analyst,153800,United States,Remote,Medium,Data Analysis
3973,2023,Senior,Full-time,Data Engineer,154000,United States,Remote,Medium,Data Engineering
3974,2023,Mid-level,Full-time,Data Engineer,154000,United States,In-person,Medium,Data Engineering
3975,2023,Senior,Full-time,Data Engineer,154000,United States,In-person,Medium,Data Engineering
3976,2023,Senior,Full-time,Data Operations Analyst,154000,United States,In-person,Medium,Data Quality and Operations
3977,2023,Senior,Full-time,Applied Scientist,154000,United States,In-person,Medium,Data Science and Research
3978,2023,Senior,Full-time,Data Scientist,154000,United States,Remote,Medium,Data Science and Research
3979,2023,Senior,Full-time,Data Scientist,154000,United States,In-person,Medium,Data Science and Research
3980,2023,Mid-level,Full-time,Data Analyst,154000,United States,In-person,Medium,Data Analysis
3981,2023,Senior,Full-time,Data Analyst,154440,United States,In-person,Medium,Data Analysis
3982,2023,Senior,Full-time,Data Analyst,154500,United States,Remote,Medium,Data Analysis
3983,2023,Senior,Full-time,Data Scientist,154600,United States,In-person,Medium,Data Science and Research
3984,2023,Senior,Full-time,Data Scientist,154600,United States,Remote,Medium,Data Science and Research
3985,2023,Senior,Full-time,Data Scientist,154700,United States,In-person,Medium,Data Science and Research
3986,2023,Mid-level,Full-time,BI Developer,154800,United States,In-person,Medium,BI and Visualization
3987,2023,Mid-level,Full-time,Data Scientist,154800,United States,In-person,Medium,Data Science and Research
3988,2023,Senior,Full-time,Machine Learning Engineer,154836,United States,Remote,Medium,Machine Learning and AI
3989,2023,Senior,Full-time,Applied Scientist,154836,United States,Remote,Medium,Data Science and Research
3990,2023,Senior,Full-time,Analytics Engineer,155000,United States,In-person,Medium,Leadership and Management
3991,2023,Mid-level,Full-time,ML Engineer,155000,United States,In-person,Medium,Machine Learning and AI
3992,2023,Mid-level,Full-time,Data Analyst,155000,United States,In-person,Medium,Data Analysis
3993,2023,Mid-level,Full-time,Data Engineer,155000,United States,In-person,Medium,Data Engineering
3994,2023,Senior,Full-time,Data Architect,155000,United States,In-person,Medium,Data Architecture and Modeling
3995,2023,Senior,Full-time,Data Engineer,155000,United States,In-person,Medium,Data Engineering
3996,2023,Senior,Full-time,Data Scientist,155000,United States,In-person,Medium,Data Science and Research
3997,2023,Senior,Full-time,Research Engineer,155000,United States,In-person,Medium,Data Science and Research
3998,2023,Senior,Full-time,Data Analyst,155000,United States,In-person,Medium,Data Analysis
3999,2023,Senior,Full-time,Data Scientist,155000,Canada,In-person,Medium,Data Science and Research
4000,2023,Senior,Full-time,Data Modeler,155000,United States,Remote,Large,Data Architecture and Modeling
4001,2023,Senior,Full-time,Data Architect,155000,United States,Remote,Medium,Data Architecture and Modeling
4002,2023,Mid-level,Full-time,Data Scientist,155000,United States,Remote,Medium,Data Science and Research
4003,2023,Senior,Full-time,Data Scientist,155000,United States,Remote,Medium,Data Science and Research
4004,2023,Senior,Full-time,Business Intelligence Engineer,155000,United States,Remote,Medium,BI and Visualization
4005,2023,Senior,Full-time,Data Lead,155000,United States,In-person,Medium,Leadership and Management
4006,2023,Mid-level,Full-time,Research Scientist,155000,United States,In-person,Medium,Data Science and Research
4007,2023,Mid-level,Full-time,Research Engineer,155000,United States,In-person,Medium,Data Science and Research
4008,2023,Senior,Full-time,Machine Learning Engineer,155000,United States,In-person,Medium,Machine Learning and AI
4009,2023,Senior,Full-time,Data Analyst,155000,United Kingdom,In-person,Medium,Data Analysis
4010,2023,Mid-level,Full-time,Data Scientist,155000,United States,In-person,Medium,Data Science and Research
4011,2023,Mid-level,Full-time,Data Analytics Manager,155000,United States,In-person,Medium,Leadership and Management
4012,2023,Senior,Full-time,Decision Scientist,155000,United States,Remote,Medium,Data Science and Research
4013,2023,Mid-level,Full-time,Machine Learning Engineer,155000,United States,In-person,Medium,Machine Learning and AI
4014,2023,Entry-level,Full-time,Research Scientist,155000,United States,In-person,Medium,Data Science and Research
4015,2023,Entry-level,Full-time,Research Engineer,155000,United States,In-person,Medium,Data Science and Research
4016,2023,Executive,Full-time,Data Architect,155000,United States,In-person,Medium,Data Architecture and Modeling
4017,2023,Senior,Full-time,Data Manager,155000,United States,In-person,Medium,Leadership and Management
4018,2023,Executive,Full-time,Data Analytics Manager,155000,United States,In-person,Medium,Leadership and Management
4019,2023,Senior,Full-time,Data Analyst,155000,United States,Remote,Medium,Data Analysis
4020,2023,Senior,Full-time,Business Intelligence Engineer,155400,United States,In-person,Medium,BI and Visualization
4021,2023,Senior,Full-time,Data Scientist,155500,United States,In-person,Medium,Data Science and Research
4022,2023,Senior,Full-time,Data Scientist,155600,United States,In-person,Medium,Data Science and Research
4023,2023,Entry-level,Full-time,Data Analyst,155750,United States,Remote,Medium,Data Analysis
4024,2023,Senior,Full-time,Analytics Engineer,155800,United States,Remote,Medium,Leadership and Management
4025,2023,Mid-level,Full-time,Machine Learning Engineer,155810,United States,In-person,Medium,Machine Learning and AI
4026,2023,Senior,Full-time,Research Engineer,155850,United States,In-person,Medium,Data Science and Research
4027,2023,Senior,Full-time,Research Scientist,156000,United States,In-person,Medium,Data Science and Research
4028,2023,Senior,Full-time,Data Analyst,156000,United States,In-person,Medium,Data Analysis
4029,2023,Senior,Full-time,Data Engineer,156000,United States,Remote,Medium,Data Engineering
4030,2023,Senior,Full-time,Machine Learning Engineer,156000,United States,Remote,Medium,Machine Learning and AI
4031,2023,Senior,Full-time,Data Scientist,156000,Canada,Remote,Medium,Data Science and Research
4032,2023,Mid-level,Full-time,Data Scientist,156000,United States,In-person,Medium,Data Science and Research
4033,2023,Senior,Full-time,Data Scientist,156000,United States,Remote,Medium,Data Science and Research
